Date,MSFT.O,AAPL.O,V.N,MA.N,INTC.O,CSCO.O,JNJ.N,UNH.N,MRK.N,PFE.N,ABT.N,MDT.N,JPM.N,BAC.N,WFC.N,C.N,USB.N,GOOGL.O,T.N,DIS.N,VZ.N,CMCSA.O,AMZN.O,HD.N,MCD.N,NKE.N,SBUX.O,LOW.N
2012/9/5,30.39,670.23,127.61,422.1,24.39,18.9,67.27,54.28,43.44,23.92,65.75,40.85,37.11,7.95,33.75,29.77,33.08,680.72,36.93,50.79,43.8,33.71,246.22,56.54,89.06,97.35,49.8,28.1
2012/9/6,31.345,676.27,129.5,432.6,25.095,19.725,67.84,54.89,44.235,24.34,66.92,41.58,38.69,8.35,34.84,31.12,33.93,699.4,37.44,51.86,44.15,34.65,251.38,57.65,90.67,99.46,50.84,28.38
2012/9/7,30.95,680.44,129.71,436.2,24.19,19.56,67.88,54.88,44.05,24.24,66.69,41.61,39.3,8.8,35,32.07,33.98,706.15,37.3,51.74,43.72,34.46,259.14,57.26,91.02,99.29,51.17,28.32
2012/9/10,30.72,662.74,128.68,437.49,23.26,19.15,68.18,53.74,44.26,24.1,67.19,41.46,38.76,8.58,34.59,31.83,33.83,700.77,37.42,51.52,44.06,34.17,257.09,57.3,91.3,100.04,50.83,28.69
2012/9/11,30.79,660.59,131.49,442.87,23.34,19.04,68.2,52.8,44.33,24.17,67.33,41.68,39.6,9.03,34.15,32.66,34.04,692.19,37.62,51.56,44.24,34.27,255.67,56.72,91.2,99.68,50.73,28.6
2012/9/12,30.78,669.79,133.46,446.41,23.19,19.08,68.15,52.82,44.53,24.07,67.84,41.65,39.92,8.97,34.33,33.05,33.94,690.88,37.72,51.7,44.89,34.59,255.63,57.05,90.82,100.84,51.17,28.22
2012/9/13,30.935,682.98,134.98,455.26,23.355,19.36,68.99,53.89,44.66,24.25,69.27,42.3,41.4,9.4,35.55,34.45,34.87,706.04,38.15,52.6,45.58,35.25,260.24,58.3,91.57,99.2,51.72,29.02
2012/9/14,31.21,691.28,134.25,454.18,23.37,19.49,68.47,54.25,43.62,23.8,68.27,43.05,41.57,9.55,36.13,34.79,34.93,709.68,37.26,52.35,44.53,35.3,261.27,59.46,91.7,96.64,50.46,29.4
2012/9/17,31.21,699.781,133.87,453.5,23.31,19.16,68.25,54.48,44,24.02,69.12,42.87,41.19,9.3,35.33,34.06,34.19,709.98,37.6,52.15,44.58,35.06,258,58.91,92.14,97.97,49.66,29.23
2012/9/18,31.175,701.91,133.66,452.98,23.37,19.045,68.55,55.13,44.08,24.01,68.91,42.96,41.26,9.23,35.44,33.94,34.19,718.28,37.66,51.9,44.91,34.845,258.75,58.86,93.08,97.72,49.25,29.18
2012/9/19,31.052,702.1,134.79,451.89,23.15,19.12,68.6,54.95,44.51,24.16,69.35,42.83,41.34,9.29,35.25,34.18,34.34,727.5,37.76,52.7,45.27,35.38,261.68,59.47,92.83,97.66,50.111,29.59
2012/9/20,31.45,698.7,134.61,454.18,23.1788,19.11,68.9,54.94,44.89,24.41,69.86,43.17,41.25,9.19,35.2,33.81,34.04,728.1166,37.94,52.66,45.49,35.9502,260.81,59.28,93.15,96.72,51.19,30
2012/9/21,31.19,700.095,135,459.52,23.125,18.9,69.06,56.18,44.91,24.515,69.62,43.35,40.88,9.11,34.97,33.67,33.85,733.99,38.08,52.74,45.64,36.225,257.47,59.42,93.71,96.52,51.07,30.19
2012/9/24,30.78,690.79,133.74,455.29,22.795,18.805,69,55.98,45.14,24.75,69.61,43.71,41.23,9.1,35.095,33.49,34.18,749.38,38.25,52.92,45.68,36.43,254.805,59.39,93.71,95.32,51.16,29.8
2012/9/25,30.39,673.54,134.56,451.52,22.535,18.665,69.32,56.2,45.11,24.84,69.57,43.31,40.55,8.925,34.72,32.86,34.12,749.16,38.06,52.54,45.62,35.855,252.46,59.72,92.86,95.08,50.525,29.67
2012/9/26,30.165,665.18,132.52,445.84,22.645,18.575,69,55.78,45.01,24.83,69.19,43.07,40.24,8.815,34.42,32.51,33.95,753.46,38.08,51.94,45.59,35.12,249.67,59.17,93.2,95.49,50.1,30.005
2012/9/27,30.16,681.32,133.91,452.17,23.085,18.795,69.01,56.24,45.23,24.96,69.32,43.48,40.68,8.97,34.76,32.97,34.16,756.5,37.99,52.58,45.76,35.785,256.59,59.88,93.27,96,51.035,30.26
2012/9/28,29.76,667.105,134.28,451.48,22.655,19.095,68.91,55.41,45.095,24.85,68.56,43.12,40.48,8.83,34.53,32.72,34.3,754.5,37.7,52.28,45.57,35.745,254.32,60.37,91.75,94.91,50.71,30.24
2012/10/1,29.49,659.39,136.73,456.89,22.755,19.04,69.13,56.46,45.215,25.035,69.08,43.27,40.97,8.96,34.7,32.75,34.09,761.78,37.75,52.07,45.81,35.38,252.01,60.57,91.99,95.55,50.145,30.31
2012/10/2,29.66,661.31,136,457.65,22.84,18.87,68.96,56.8,45.47,25.12,68.54,43.71,40.92,8.93,34.82,33.26,34.08,756.99,37.81,51.64,45.86,35.84,250.6,60.33,90.93,94.95,49.3,30.29
2012/10/3,29.86,671.45,138.52,473.76,22.55,18.93,69,56.86,45.78,25.32,69.83,43.54,40.86,9.11,35.44,34.06,34.38,762.5,38.17,52.47,46.28,36.195,255.92,61.77,90.35,93.8,49.49,30.7
2012/10/4,30.03,666.8,139.67,474.88,22.465,18.895,69.27,57.97,46.12,25.35,70.78,44.02,41.82,9.41,35.97,34.96,35.19,768.05,38.34,52.63,47.26,36.5,260.47,61.74,91.03,95.89,49.1,30.95
2012/10/5,29.85,652.59,140.26,475.27,22.68,18.86,69.65,57.13,46.28,25.52,71.61,44.67,41.71,9.32,35.84,34.77,34.92,767.65,37.86,52.97,47.05,36.54,258.51,63.2,91,95.22,48.74,31.77
2012/10/8,29.78,638.17,138.71,471.93,22.51,18.9,69.44,57.6,46.34,25.4,71.32,44.21,41.66,9.28,35.8,34.78,34.81,757.84,37.66,52.33,46.57,36.21,259.06,61.88,91.54,94.99,48.76,31.55
2012/10/9,29.28,635.85,136.74,464.88,21.9,18.8,68.41,57.47,46.17,25.31,70.9,43.21,41.38,9.21,35.1,34.6,34.68,744.09,37.14,51.51,46.11,35.32,250.96,60.95,92.11,94.48,47.35,31.13
2012/10/10,28.98,640.91,137.42,462.09,21.76,18.31,68.22,57.11,45.6,25.16,70.37,42.55,41.77,9.21,35.23,35.14,34.6,744.56,36.92,51.21,45.78,35.16,244.99,59.74,92.4,94.22,46.95,30.89
2012/10/11,28.95,628.1,139.05,472.57,21.68,18.26,67.97,57.66,45.45,25.12,69.42,42.82,42.1,9.34,35.18,35.52,34.39,751.48,36.26,50.34,45.2,35.13,244.22,59.01,92.36,94.9,47.16,30.77
2012/10/12,29.2,629.714,139.12,473.36,21.4803,18.405,67.97,57.07,45.62,25.12,69.28,43.05,41.62,9.12,34.25,34.75,33.72,744.75,35.63,50.59,44.62,35.78,242.36,59.56,92.51,94.42,47.18,31.18
2012/10/15,29.51,634.76,139.89,475.82,21.73,18.55,68.6,57.49,46.59,25.57,72.05,43.14,42.38,9.44,33.9,36.66,33.63,740.98,35.21,50.79,44.5,36.43,244.18,60.65,93.5,95.61,47.67,32.2
2012/10/16,29.49,649.792,141.16,479.01,22.35,18.8526,69.55,56.88,47.17,25.8,72.13,43.8,42.83,9.46,33.73,37.25,33.61,744.7,35.4,51.24,44.08,36.67,243.94,60.86,94.09,97.24,48.96,32.35
2012/10/17,29.59,644.6136,142.56,483,21.79,18.705,71,55.99,47.39,25.84,69.04,43.29,43.32,9.44,34.47,38.43,34.2,755.49,35.72,52.29,44.72,37.12,247.49,61.39,93.6804,97.57,48.39,32.79
2012/10/18,29.495,632.64,141.88,475.83,21.67,18.605,72.52,56.01,47.96,26.035,66.64,43.18,43.01,9.47,34.57,38.42,34.4,695,36.02,52.42,45.78,37.29,244.85,61.8,92.86,97.57,47.41,32.57
2012/10/19,28.64,609.84,139.97,470.06,21.265,18.0401,71.86,55.66,47.03,25.76,66.15,42,42.32,9.44,34.34,37.16,34.23,681.79,35.32,51.9,45.16,36.95,240,61.89,88.72,96.45,45.685,32.64
2012/10/22,28,634.03,139,466.93,21.46,18.19,71.78,56.54,46.48,25.6,65.81,42.49,42.09,9.55,34.5,37.72,34.17,678.67,35.26,51.79,44.77,37.03,233.78,62.04,88.45,94.48,45.3,32.71
2012/10/23,28.047,613.355,136.64,459.86,21.59,18.01,70.89,56.18,45.89,25.19,65.36,41.55,41.33,9.36,33.87,36.89,33.36,680.35,35,50.76,44.07,36.43,234.31,61.75,87.96,92.82,44.9715,32.3
2012/10/24,27.9019,616.83,136.49,454.54,21.46,17.38,70.74,55.92,45.88,25.31,65.56,41.69,41.71,9.31,33.72,37.3,33.13,677.3022,34.71,50.65,44.23,36.42,228.49,61.28,87.28,92.89,45.2614,32.29
2012/10/25,27.88,609.538,137.55,449.36,21.69,17.2,71.14,56.21,46.3,25.61,65.78,41.88,41.67,9.24,34.06,37.41,33.48,677.76,34.5,50.26,44.25,36.36,222.92,60.48,87.33,91.31,46.25,31.79
2012/10/26,28.21,604,138.31,452.98,21.95,17.29,70.9,55.78,46.15,25.43,65.48,41.6,41.16,9.12,33.97,36.6,33.15,675.15,34.63,50.08,44.73,37.56,238.24,60.04,86.71,91.15,45.87,31.36
2012/10/31,28.54,595.32,138.76,460.93,21.63,17.145,70.82,56,45.63,24.87,65.5,41.58,41.68,9.32,33.69,37.39,33.21,680.2976,34.59,49.12,44.64,37.525,232.8931,61.38,86.8,91.38,45.9,32.38
2012/11/1,29.515,596.5399,143.88,468.69,22.26,17.505,71.5,56.95,45.94,24.55,65.45,42.25,42.84,9.74,34.06,37.95,33.66,687.59,35.09,49.78,45.14,37.55,232.14,62.26,86.8,95.35,46.6197,32.96
2012/11/2,29.4998,576.8,143.4,469.45,22.06,17.35,70.9,56.05,46,24.55,64.96,42,42.42,9.85,33.74,37.6,33.43,687.918,34.93,49.86,44.52,37.61,232.4224,62.02,86.86,94.54,50.84,33.15
2012/11/5,29.63,584.6211,141.5,465.65,21.8391,17.4,70.79,55.28,45.67,24.58,65.04,42.2,42.27,9.75,34.02,37.32,33.14,682.96,34.83,50.32,44.2,37.43,234.33,62.38,87.46,95.26,51.01,33.06
2012/11/6,29.86,582.849,143.86,471.78,21.73,17.48,71.01,56.39,45.92,24.71,64.82,42.81,42.88,9.94,34.32,38.47,33.59,681.72,34.8,50.47,44.3,37.17,237.56,62.62,87.97,96.13,51.7101,33.29
2012/11/7,29.08,558.0019,142.56,464.7,20.91,17.21,70.34,54.26,44.46,24.17,64.52,41.51,40.48,9.23,32.91,36.05,32.39,667.12,33.6382,50.08,43.19,36.58,232.0608,61.99,86.86,94.65,51.8097,32.77
2012/11/8,28.81,537.75,142.06,461.8,20.83,16.83,69.65,53.44,43.8432,24.16,63.48,41.06,40.4,9.39,32.35,36,32.17,652.29,33.2,50.04,42.61,36.2,227.35,60.86,85.13,91.86,50.86,32.1
2012/11/9,28.83,547.06,142.93,464.66,20.8,16.82,69.87,52.9,44.05,24.17,64.84,41.16,40.62,9.43,32.35,35.93,32.1,663.03,33.54,47.06,42.64,36.12,226.31,60.96,84.74,92.31,50.96,31.47
2012/11/12,28.22,542.83,143.24,470,20.765,16.855,69.68,52.2,44.02,24.11,64.87,41.49,40.58,9.39,32.37,36.42,32.06,665.9,33.87,47.45,42.56,36.165,226.47,61.16,84.88,92.29,50.68,31.98
2012/11/13,27.0895,542.898,142.45,471.22,20.28,16.85,69.51,52.19,43.68,24.05,64.68,41.3,40.04,9.33,32.02,36.16,31.71,659.0532,33.95,47.96,42.54,36.1114,226.6,63.38,84.64,91.47,50.31,31.97
2012/11/14,26.84,536.88,139.95,463.31,19.96,17.6608,69.27,51.25,43.05,23.81,63.74,40.77,39.29,8.99,31.43,35.02,31.33,652.55,33.78,47.17,42.24,35.4,222.95,61.47,84.62,90.6,48.84,31.98
2012/11/15,26.6607,525.62,140,457.16,20.03,17.9413,69.07,51.25,42.8,23.6602,63.2,40.87,39.39,9.09,31.57,35.21,31.21,647.26,33.42,47.47,41.7,35.14,220.599,61.25,84.05,90.83,48.43,31.401
2012/11/16,26.5209,527.678,142.71,464.59,20.19,17.99,69.19,51.9,43.07,23.86,62.88,41.1,39.53,9.12,31.94,34.98,31.55,647.18,33.14,47.42,41.4,35.45,225.23,62.12,84.1198,92.59,48.76,31.98
2012/11/19,26.7277,565.73,145.65,478.68,20.25,18.3008,69.25,52.91,43.34,24.14,62.92,41.81,40.59,9.49,32.4,36.1,32.08,668.21,33.82,47.91,42.81,36.01,229.71,63.33,85.04,96.32,49.74,33.96
2012/11/20,26.71,560.913,146.34,477.57,19.5132,18.34,69.67,53.14,43.56,24.28,63.08,42.66,40.7,9.63,32.92,36,32.25,669.97,33.68,48.44,42.82,36.56,233.78,63.82,85.68,95.61,50.06,34.45
2012/11/21,26.95,561.7,146.66,479.43,19.36,18.48,69.59,53.53,43.89,24.35,63.33,42.75,40.73,9.77,32.59,35.77,32.05,665.87,33.85,48.68,43.16,36.49,238.03,64.09,86.01,95.6,50.51,34.55
2012/11/23,27.7,571.5,148.12,481.24,19.72,18.84,69.56,53.92,44.28,24.53,64.47,43.27,41.09,9.9,33.2,36.03,32.58,667.97,34.36,49.26,43.76,36.91,239.88,64.82,87.05,96.75,51.19,35.15
2012/11/26,27.385,589.53,147.25,480.03,19.885,19.055,69.09,53.53,44.2,24.485,64.36,42.8,40.88,9.835,32.9,35.57,32.385,661.15,33.97,49.03,43.3,36.63,243.62,64.67,86.24,97.66,50.89,35.345
2012/11/27,27.08,584.78,146.78,478.49,19.93,18.9597,68.81,52.59,43.88,24.25,64.06,42.41,40.75,9.66,32.63,35.04,32.1,670.71,33.62,48.6,42.98,36.29,243.4017,64.16,85.92,97.01,50.2102,35.34
2012/11/28,27.36,582.94,147.29,481.51,20.09,18.83,69.29,52.75,44.6,24.67,64.57,42.59,40.83,9.76,32.81,35.07,32.39,683.67,33.62,49.2,43.56,36.66,247.11,64.83,86.52,99.13,51.37,35.77
2012/11/29,26.95,589.36,148.18,486.21,19.53,19.01,69.22,54.36,44.71,24.85,65.08,42.24,41.22,9.83,33.16,35.21,32.4,691.89,33.93,49.72,44.01,36.86,251.27,64.24,86.49,98.97,51.8,35.61
2012/11/30,26.615,585.28,149.71,488.68,19.565,18.91,69.73,54.39,44.3,25.02,65,42.11,41.08,9.86,33.01,34.57,32.26,698.37,34.13,49.66,44.12,37.195,252.05,65.07,87.04,97.48,51.87,36.09
2012/12/3,26.4294,586.19,148.64,486.65,19.54,19.0302,69.65,53.89,44.4414,25.09,64.29,41.87,40.81,9.8,32.75,34.22,32.05,695.25,34.14,49.29,44.1,37.08,250.3291,64.98,87.06,97.56,51.7892,36.04
2012/12/4,26.37,575.8454,147.59,483.42,19.9694,19.17,69.86,53.54,44.4,25.165,64.39,41.86,40.57,9.91,32.74,34.29,31.43,691.03,33.92,49.3,43.67,37.2,252.4881,64.24,87.2,97.67,51.12,35.62
2012/12/5,26.67,538.792,148.06,478,19.85,19.21,69.97,53.84,44.39,25.64,64.54,42.03,41.2,10.46,32.98,36.46,31.76,687.82,33.91,49.59,44.1,36.88,253.96,64.02,86.97,97.68,50.79,35.2
2012/12/6,26.725,547.245,148.47,480.88,20.16,19.48,70.05,53.65,44.51,25.61,64.58,42.5,41.47,10.455,33.14,37.02,31.81,691.13,33.65,49.06,44.45,37.1411,253.37,64.34,88.09,98.42,53.7,35.17
2012/12/7,26.455,533.25,148.55,476.09,20.155,19.335,70.45,53.87,44.63,25.56,65.53,42.56,42.56,10.635,33.23,37.64,32.02,684.21,33.735,49.24,44.41,37.03,253.2681,64.45,88.48,98.59,53.64,35.11
2012/12/10,26.94,529.8209,148.66,479.6,20.08,19.79,70.6,54.19,44.48,25.41,65.33,42.6,42.31,10.57,33.05,37.19,31.9,685.42,33.73,49.3,44.03,37.25,247.77,63.04,89.41,98.08,52.96,34.81
2012/12/11,27.32,541.388,148.9,481.52,20.65,19.78,71.1,54.76,45.19,25.64,66.17,42.56,42.64,10.51,33.29,37,31.97,696.88,34.15,49.48,44.44,37.4,250.69,62.89,89.62,99.41,53.19,34.82
2012/12/12,27.24,539,147.88,483.44,20.67,19.73,70.96,55.25,45.26,25.51,66.01,42.63,42.77,10.61,33.5,37.53,31.87,697.56,34.49,49.64,44.79,37.42,251.76,62.93,89.3077,99.2,53.5983,34.73
2012/12/13,27.11,529.69,147.2,484.43,20.49,19.74,70.75,54.38,43.95,25.33,65.32,42.19,42.78,10.54,33.26,37.29,31.57,702.7,34.32,49.11,44.52,36.94,251.25,62.41,89.17,97.33,53.18,34.53
2012/12/14,26.81,509.794,146.82,482.3,20.5267,19.86,70.69,54.05,43.54,25.18,65.35,41.86,42.81,10.58,33.15,37.6,31.4,701.9632,34.01,48.67,44.21,36.54,249.19,62.06,88.88,96.91,53.36,34.46
2012/12/17,27.095,518.83,149.13,489.32,20.57,20.11,70.94,54.36,43.63,25.355,65.2,42.24,43.48,11,34.38,39.15,32.09,720.78,34.23,49.28,44.12,37.535,253.86,63.31,89.91,97.99,54.58,35.85
2012/12/18,27.56,533.9,150.72,492.88,20.96,20.3814,70.95,54.95,44.24,25.64,65.93,42.8,43.87,11.36,34.96,39.46,32.57,721.07,34.34,50.22,43.87,38.05,260.4,63,90.52,98.92,54.34,35.8307
2012/12/19,27.31,526.31,149.16,489.39,21.1,20.2697,70.63,54.49,43.66,25.35,65.34,42.44,43.53,11.19,34.62,39.45,32.2,720.11,33.91,49.94,43.38,38.01,257.99,61.77,89.71,97.78,54.27,35.11
2012/12/20,27.68,521.73,152.46,498.53,21.0293,20.24,70.75,55.46,42.159,25.43,65.55,42.68,44.53,11.52,35.06,40.17,32.44,722.36,34.17,50.9299,43.81,38.09,261.5,61.97,90.04,99,54.21,35.38
2012/12/21,27.45,519.33,150.77,493.57,20.765,19.96,70.27,55.03,41.52,25.08,66.05,42.02,44,11.29,34.48,39.49,32.48,715.63,33.67,50,43.57,37.23,256.92,61.32,90.18,105.1,53.6,35.04
2012/12/24,27.06,520.168,151.18,495.02,20.64,19.83,70.02,54.85,41.42,25.08,65.47,41.7,43.92,11.25,34.42,39.38,32.31,709.5,33.74,49.88,43.54,37.36,258.62,61.57,89.29,105.6,53.69,35.24
2012/12/26,26.86,512.9995,149.76,486.2,20.65,19.92,70.17,54.22,41.34,25.24,65.06,41.13,43.96,11.54,34.33,39.55,32.26,708.87,33.78,49.85,43.45,37.3,248.6314,61.14,88.74,51.33,53.13,35.2
2012/12/27,26.96,515.06,149.4,487.87,20.51,19.65,70.09,54.44,41.2,25.14,65.05,41.34,43.63,11.47,34.18,39.25,32.02,706.29,33.66,49.53,43.48,36.99,248.31,61.07,88.72,51.76,53.24,35.13
2012/12/28,26.55,509.589,148.65,483.08,20.23,19.4494,69.48,53.86,40.64,24.89,64.42,40.75,43.24,11.36,33.91,39.01,31.68,700.01,33.32,49.15,42.9,36.54,245.18,60.65,87.58,50.99,52.64,34.98
2012/12/31,26.7097,532.1729,151.58,491.28,20.62,19.6494,70.1,54.24,40.94,25.0793,65.5,41.02,43.9691,11.61,34.18,39.56,31.94,707.38,33.71,49.79,43.27,37.36,250.87,61.85,88.21,51.6,53.63,35.52
2013/1/2,27.62,549.03,155.38,510.27,21.38,20.34,70.84,54.54,41.34,25.91,32.05,41.88,44.66,12.03,35.05,41.25,32.97,723.25,35,51.1,44.27,38.52,257.31,63.48,90.12,51.84,55,36.19
2013/1/3,27.25,542.0959,155.5,511,21.32,20.45,70.74,51.99,42.33,25.85,33.27,42.47,44.57,11.96,34.76,41.39,32.51,723.67,35.02,51.21,44.06,38.09,258.48,63.3,90.63,52.37,55.37,35.85
2013/1/4,26.74,527,156.77,510.98,21.16,20.4819,71.55,52.09,41.97,25.96,33.07,42.66,45.36,12.11,34.94,42.4298,33.2207,737.97,35.23,52.19,44.3,38.07,259.15,63.18,89.8487,52.88,55.69,35.58
2013/1/7,26.69,523.9,157.89,519.53,21.25,20.2903,71.4,52.09,42.12,25.98,33.34,43.16,45.41,12.09,34.77,42.47,32.92,734.75,35.39,50.97,44.69,37.9,268.4592,62.8412,90.91,52.96,55.7204,34.76
2013/1/8,26.55,525.31,159.36,517.82,21.09,20.31,71.41,51.4,42.18,26.02,33.35,43.11,45.5,11.98,34.71,42.46,32.97,733.3,34.35,50.76,43.1,38.16,266.38,63.22,90.94,52.4,55.62,34.78
2013/1/9,26.7,517.1,161.79,532.39,21.45,20.3,71.73,52.37,42.59,26.47,33.57,43.38,45.47,11.43,34.71,42.04,33.27,738.118,34.24,50.78,43,38.42,266.35,63.17,90.81,52.45,54.63,34.88
2013/1/10,26.46,523.51,160.51,527.65,21.8,20.44,72.19,53.11,42.78,26.76,33.85,43.85,46.15,11.78,35.4,42.83,33.64,741.48,34.37,50.79,43.59,38.5,265.34,63.62,91.4,52.55,54.54,35.55
2013/1/11,26.83,520.3,161.16,528.68,22,20.48,72.35,52.82,43.23,26.52,33.37,44.07,46.14,11.63,35.1,42.34,33.5,739.99,34.27,50.58,43.3,38.46,267.94,63.7,91.73,53.1,55.01,35.83
2013/1/14,26.89,501.75,160.65,523.51,21.999,20.97,72.56,53.36,43.34,26.74,33.36,44.22,45.88,11.47,34.77,42.22,33.47,723.25,34.02,50.59,42.59,38.92,272.73,63.48,91.53,53.19,54.67,35.38
2013/1/15,27.21,485.92,160.45,522.8,21.88,20.98,72.37,53.62,42.87,26.62,33.02,44.13,46.35,11.55,35.11,42.57,33.28,724.93,33.76,51.09,41.97,39.2,271.9,63.95,91.51,53.64,54.48,35.93
2013/1/16,27.04,506.09,160.2,521.29,22.11,21.03,72.58,53.66,42.54,26.61,32.7,43.94,46.82,11.78,35.09,42.48,33.15,715.19,33.26,51.53,41.51,39.18,268.93,63.86,91.1,53.73,54.35,35.77
2013/1/17,27.25,502.68,159.88,523.35,22.68,20.95,72.9,54.4,42.75,26.83,32.78,45.17,46.44,11.28,35.03,41.24,32.76,711.32,33.2,52.41,42.13,39.95,270.48,65.05,91.76,53.48,54.5,37
2013/1/18,27.25,500,158.27,521,21.25,21.015,73.23,54.56,42.98,26.54,32.74,45.67,46.46,11.14,34.93,41.66,32.87,704.51,33.44,52.34,42.54,40.265,272.12,65.47,92.26,53.29,54.81,36.99
2013/1/22,27.15,504.77,159.05,519.76,21.17,20.87,72.69,56.02,43.2,26.68,32.9,46.2,46.54,11.35,35.04,41.78,33,702.87,33.61,52.73,42.94,39.81,270.19,65.75,92.95,53.48,54.99,37.44
2013/1/23,27.61,514.005,159.05,517.56,21.11,20.62,72.85,55.91,42.82,26.65,32.81,45.9,46.23,11.42,34.95,42.02,33.09,741.5,33.78,53.95,42.79,40,268.11,66.46,93.48,53.09,54.46,37.88
2013/1/24,27.63,450.5,159.56,522.26,20.95,21.02,73.1,56.22,43,26.85,32.8,46.45,46.37,11.53,35.16,42.8,33.11,753.83,33.75,53.95,42.59,39.58,273.62,67.35,93.31,53.86,54.57,38.41
2013/1/25,27.88,439.88,159.84,519.42,20.96,21.15,73.92,56.04,43.46,27,32.79,46.42,47.16,11.62,35.14,42.91,33.17,753.67,34.02,54.38,42.67,39.76,283.99,67.82,93.72,55.55,56.81,38.58
2013/1/28,27.911,449.83,156.35,514.12,21.05,21.06,73.62,55.81,42.93,26.84,33,46.49,46.64,11.48,35.11,42.34,33.17,750.73,34.13,54.36,42.77,39.57,276.04,67.58,94.36,54.5,56.02,38.35
2013/1/29,28.01,458.27,156.66,518.48,21.28,20.78,74.41,56.28,43.66,27.7,33.33,46.64,47.12,11.49,35.27,42.16,33.33,753.68,34.68,53.99,43.5,39.11,260.35,67.2,94.92,53.92,55.6,38.23
2013/1/30,27.85,456.83,155.01,516,21.37,20.58,74.09,56.08,43.5,27.51,33.22,46.66,47.13,11.38,34.97,41.95,33.14,753.83,34.48,53.79,43.61,39.03,272.764,67.24,94.67,53.61,56,38.21
2013/1/31,27.45,455.49,157.91,518.4,21.04,20.57,73.92,55.21,43.25,27.28,33.88,46.6,47.05,11.32,34.83,42.16,33.1,755.69,34.79,53.88,43.61,38.08,265.5,66.92,95.29,54.05,56.12,38.19
2013/2/1,27.93,453.62,158.56,518.71,21.355,20.83,74.18,55.77,41.83,27.63,33.87,46.92,47.85,11.71,35.13,43.02,33.4,775.6,35.51,54.59,44.56,38.6,265,67.3,95.95,53.7,56.86,38.56
2013/2/4,27.44,442.316,156.65,514.22,21.16,20.82,74.11,55.75,40.85,27.17,33.5,46.25,47.68,11.48,34.76,42.21,32.96,759.02,35.23,53.9,44.52,38.19,259.98,66.36,94.6,53.66,56.09,37.94
2013/2/5,27.495,457.844,159.53,520.69,21.1784,21.08,74.66,57.77,41.43,27.51,33.84,46.77,48.79,11.88,34.85,42.92,33.13,765.74,35.35,54.29,44.56,39.24,266.89,66.39,94.91,53.89,56.2,38.33
2013/2/6,27.34,457.35,160.82,523.55,20.99,21.19,75.39,57.38,41.09,27.32,34.1,46.95,48.61,11.93,34.97,43.05,33.61,770.17,35.43,54.52,44.75,38.73,262.22,66.67,95.07,54.16,56.05,38.67
2013/2/7,27.283,468.22,157.06,519.55,20.81,21.095,75.06,57.05,41,26.96,34.39,46.76,48.23,11.84,34.66,42.87,33.54,773.95,35.27,54.36,44.46,38.62,260.23,66.31,94.63,54.68,55.86,38.77
2013/2/8,27.55,474.98,157.8,524.47,21,21.16,75.48,57.74,41.18,26.88,34.41,47.1,48.63,11.76,34.88,42.68,33.65,785.37,35.27,54.66,44.35,38.75,261.95,67.01,94.87,54.59,56.37,39.03
2013/2/11,27.86,479.93,156.33,520.85,21.03,21.27,75.41,57.12,41.38,27.14,34.26,47.22,48.66,11.86,35.26,43.15,34.09,782.42,35.23,54.75,44.32,38.64,257.21,66.38,95.17,55.22,56.14,39.06
2013/2/12,27.88,467.9,156.8,519.64,21.19,20.97,75.8,57.01,41.45,26.99,34.3,47.11,49.14,12.245,35.51,44.35,34.31,780.7,35.6,54.95,44.44,38.97,258.7,67.32,95.1,55.09,56.26,39.79
2013/2/13,28.03,467.01,154.77,519.21,21.25,21.14,75.66,57.23,41.15,27,34.46,46.99,48.68,12.17,35.13,44,33.93,782.86,35.42,54.96,44.52,40.13,269.47,67.45,94,54.56,55.83,39.77
2013/2/14,28.04,466.59,155.98,522.16,21.23,20.99,75.81,57.05,41.19,27.06,34.7,47.17,49.22,12.13,35.21,44.32,33.99,787.82,35.29,54.88,44.33,40.34,269.24,67.34,93.56,54.62,55.55,39.57
2013/2/15,28.01,460.16,157.99,523.13,21.115,20.99,76.16,57.32,41.42,27.29,35.08,47.12,48.88,12.03,35.16,43.84,33.91,792.89,35.36,55.61,44.4,41.24,265.09,67.52,93.9,54.95,54.34,39.14
2013/2/19,28.045,459.99,157.61,522.86,21.085,21.46,76.96,56.66,42.22,27.71,34.82,45.8,49.45,12.19,35.14,44.5,34.08,806.85,35.67,55.73,44.5,41.45,269.75,67.55,93.85,54.47,54.45,39.41
2013/2/20,27.87,448.85,155.42,512.91,20.73,21.105,76.65,55.21,42.66,27.57,34.52,44.76,48.61,11.8,35.1,43.22,33.85,792.46,35.47,54.6,44.92,40.95,266.41,66.44,93.91,54.02,53.31,38.64
2013/2/21,27.49,446.06,157.44,519.59,20.25,20.76,76.87,55.24,42.5,27.41,34.26,44.73,48.25,11.42,35.46,42.35,33.77,795.53,35.43,54.17,45.12,40.08,265.94,64.38,94.14,54.54,53.35,37.67
2013/2/22,27.76,450.81,159.43,523.83,20.42,20.9,76.25,54.47,42.97,27.38,34.55,44.72,48.91,11.44,35.82,42.79,33.88,799.71,35.68,54.25,45.4,39.91,265.42,65.58,95.25,54.47,54.17,37.67
